,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,NICKNAME,Less Than 5 ft. FGM,Less Than 5 ft. FGA,Less Than 5 ft. FG_PCT,5-9 ft. FGM,5-9 ft. FGA,5-9 ft. FG_PCT,10-14 ft. FGM,10-14 ft. FGA,10-14 ft. FG_PCT,15-19 ft. FGM,15-19 ft. FGA,15-19 ft. FG_PCT,20-24 ft. FGM,20-24 ft. FGA,20-24 ft. FG_PCT,25-29 ft. FGM,25-29 ft. FGA,25-29 ft. FG_PCT,30-34 ft. FGM,30-34 ft. FGA,30-34 ft. FG_PCT,35-39 ft. FGM,35-39 ft. FGA,35-39 ft. FG_PCT,40+ ft. FGM,40+ ft. FGA,40+ ft. FG_PCT,year
3076,947,Allen Iverson,1610612755,PHI,29.0,Allen,175.0,345.0,0.507,35.0,95.0,0.368,32.0,102.0,0.314,109.0,311.0,0.35,48.0,142.0,0.338,36.0,128.0,0.281,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3077,297,Alonzo Mourning,1610612751,NJN,34.0,Alonzo,18.0,28.0,0.643,8.0,14.0,0.571,3.0,10.0,0.3,3.0,17.0,0.176,1.0,2.0,0.5,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2003-04
3078,2228,Alton Ford,1610612745,HOU,23.0,Alton,3.0,5.0,0.6,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2003-04
3079,1541,Alvin Williams,1610612761,TOR,29.0,Alvin,35.0,63.0,0.556,16.0,37.0,0.432,16.0,44.0,0.364,74.0,177.0,0.418,51.0,139.0,0.367,9.0,29.0,0.31,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2003-04
3080,1043,Amal McCaskill,1610612755,PHI,30.0,Amal,35.0,65.0,0.538,3.0,9.0,0.333,6.0,17.0,0.353,3.0,24.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2003-04
3081,2405,Amar'e Stoudemire,1610612756,PHX,21.0,Amar'e,249.0,412.0,0.604,83.0,215.0,0.386,41.0,113.0,0.363,35.0,112.0,0.313,3.0,10.0,0.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3082,1889,Andre Miller,1610612743,DEN,28.0,Andre,220.0,367.0,0.599,66.0,154.0,0.429,72.0,174.0,0.414,56.0,168.0,0.333,7.0,35.0,0.2,8.0,32.0,0.25,1.0,2.0,0.5,0.0,1.0,0.0,0.0,8.0,0.0,2003-04
3083,1905,Andrei Kirilenko,1610612762,UTA,23.0,Andrei,283.0,505.0,0.56,21.0,47.0,0.447,5.0,39.0,0.128,21.0,87.0,0.241,63.0,181.0,0.348,19.0,71.0,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3084,692,Andrew DeClercq,1610612753,ORL,31.0,Andrew,75.0,141.0,0.532,10.0,33.0,0.303,5.0,14.0,0.357,2.0,6.0,0.333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3085,358,Anfernee Hardaway,1610612752,NYK,32.0,Anfernee,66.0,139.0,0.475,31.0,81.0,0.383,34.0,80.0,0.425,82.0,204.0,0.402,58.0,153.0,0.379,8.0,22.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3086,1738,Ansu Sesay,1610612760,SEA,27.0,Ansu,44.0,69.0,0.638,4.0,13.0,0.308,3.0,10.0,0.3,12.0,38.0,0.316,16.0,40.0,0.4,2.0,7.0,0.286,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3087,1712,Antawn Jamison,1610612742,DAL,28.0,Antawn,285.0,422.0,0.675,105.0,234.0,0.449,34.0,83.0,0.41,36.0,91.0,0.396,19.0,67.0,0.284,9.0,15.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3088,1853,Anthony Carter,1610612759,SAS,29.0,Anthony,4.0,9.0,0.444,0.0,3.0,0.0,1.0,4.0,0.25,4.0,15.0,0.267,2.0,5.0,0.4,0.0,0.0,0.0,,,,,,,0.0,1.0,0.0,2003-04
3089,924,Anthony Goldwire,1610612751,NJN,32.0,Anthony,1.0,2.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,2.0,5.0,0.4,2.0,6.0,0.333,2.0,6.0,0.333,,,,,,,0.0,0.0,0.0,2003-04
3090,1533,Anthony Johnson,1610612754,IND,29.0,Anthony,27.0,60.0,0.45,6.0,25.0,0.24,17.0,39.0,0.436,58.0,132.0,0.439,49.0,109.0,0.45,10.0,46.0,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3091,324,Anthony Peeler,1610612758,SAC,34.0,Anthony,21.0,45.0,0.467,5.0,17.0,0.294,10.0,20.0,0.5,30.0,79.0,0.38,70.0,140.0,0.5,20.0,47.0,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3092,952,Antoine Walker,1610612742,DAL,27.0,Antoine,291.0,511.0,0.569,80.0,200.0,0.4,20.0,62.0,0.323,6.0,38.0,0.158,52.0,188.0,0.277,34.0,126.0,0.27,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2003-04
3093,1498,Antonio Daniels,1610612760,SEA,29.0,Antonio,82.0,122.0,0.672,20.0,50.0,0.4,13.0,28.0,0.464,20.0,60.0,0.333,27.0,68.0,0.397,25.0,68.0,0.368,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2003-04
3094,213,Antonio Davis,1610612741,CHI,35.0,Antonio,111.0,241.0,0.461,38.0,95.0,0.4,44.0,123.0,0.358,70.0,194.0,0.361,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3095,686,Antonio McDyess,1610612756,PHX,29.0,Antonio,53.0,81.0,0.654,11.0,28.0,0.393,19.0,54.0,0.352,40.0,99.0,0.404,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3096,1506,Austin Croshere,1610612754,IND,29.0,Austin,42.0,90.0,0.467,3.0,11.0,0.273,1.0,13.0,0.077,15.0,40.0,0.375,40.0,100.0,0.4,18.0,53.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3097,422,Avery Johnson,1610612744,GSW,39.0,Avery,59.0,120.0,0.492,8.0,28.0,0.286,2.0,13.0,0.154,11.0,32.0,0.344,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2003-04
3098,1884,Baron Davis,1610612740,NOH,25.0,Baron,223.0,416.0,0.536,21.0,62.0,0.339,31.0,91.0,0.341,62.0,177.0,0.35,148.0,401.0,0.369,69.0,247.0,0.279,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2003-04
3099,1052,Ben Handlogten,1610612762,UTA,30.0,Ben,23.0,42.0,0.548,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2003-04
3100,1112,Ben Wallace,1610612765,DET,29.0,Ben,254.0,484.0,0.525,18.0,94.0,0.191,18.0,79.0,0.228,23.0,77.0,0.299,1.0,8.0,0.125,1.0,3.0,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2003-04
3101,902,Bimbo Coles,1610612748,MIA,36.0,Bimbo,6.0,8.0,0.75,1.0,1.0,1.0,0.0,3.0,0.0,4.0,16.0,0.25,1.0,6.0,0.167,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2003-04
3102,448,Bo Outlaw,1610612763,MEM,33.0,Bo,133.0,218.0,0.61,21.0,62.0,0.339,2.0,9.0,0.222,3.0,17.0,0.176,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2003-04
3103,682,Bob Sura,1610612737,ATL,31.0,Bob,129.0,266.0,0.485,8.0,25.0,0.32,6.0,26.0,0.231,26.0,63.0,0.413,22.0,68.0,0.324,11.0,35.0,0.314,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2003-04
3104,1517,Bobby Jackson,1610612758,SAC,31.0,Bobby,95.0,153.0,0.621,14.0,37.0,0.378,12.0,26.0,0.462,36.0,92.0,0.391,84.0,209.0,0.402,22.0,69.0,0.319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2003-04
3105,2250,Bobby Simmons,1610612746,LAC,24.0,Bobby,74.0,148.0,0.5,10.0,40.0,0.25,9.0,33.0,0.273,38.0,105.0,0.362,16.0,45.0,0.356,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3106,1719,Bonzi Wells,1610612763,MEM,27.0,Bonzi,182.0,317.0,0.574,28.0,75.0,0.373,27.0,84.0,0.321,80.0,239.0,0.335,42.0,116.0,0.362,4.0,16.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2003-04
3107,2564,Boris Diaw,1610612737,ATL,22.0,Boris,86.0,156.0,0.551,4.0,26.0,0.154,14.0,37.0,0.378,20.0,51.0,0.392,15.0,34.0,0.441,1.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3108,2411,Bostjan Nachbar,1610612745,HOU,23.0,Bostjan,20.0,38.0,0.526,0.0,6.0,0.0,1.0,2.0,0.5,1.0,13.0,0.077,13.0,40.0,0.325,12.0,33.0,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3109,1802,Brad Miller,1610612758,SAC,28.0,Brad,200.0,301.0,0.664,16.0,76.0,0.211,23.0,64.0,0.359,113.0,220.0,0.514,16.0,47.0,0.34,5.0,16.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2003-04
3110,2220,Brandon Armstrong,1610612751,NJN,24.0,Brandon,12.0,22.0,0.545,0.0,4.0,0.0,7.0,14.0,0.5,18.0,60.0,0.3,22.0,58.0,0.379,6.0,17.0,0.353,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3111,2599,Brandon Hunter,1610612738,BOS,23.0,Brandon,47.0,85.0,0.553,3.0,14.0,0.214,2.0,5.0,0.4,1.0,8.0,0.125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,0.0,2003-04
3112,2217,Brendan Haywood,1610612764,WAS,24.0,Brendan,155.0,243.0,0.638,28.0,86.0,0.326,9.0,41.0,0.22,8.0,17.0,0.471,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3113,699,Brent Barry,1610612760,SEA,32.0,Brent,69.0,107.0,0.645,9.0,16.0,0.563,3.0,7.0,0.429,7.0,22.0,0.318,58.0,116.0,0.5,69.0,157.0,0.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2003-04
3114,1510,Brevin Knight,1610612749,MIL,28.0,Brevin,28.0,52.0,0.538,8.0,21.0,0.381,11.0,32.0,0.344,43.0,110.0,0.391,13.0,25.0,0.52,1.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2003-04
3115,2073,Brian Cardinal,1610612744,GSW,27.0,Brian,76.0,136.0,0.559,14.0,45.0,0.311,15.0,36.0,0.417,47.0,92.0,0.511,48.0,110.0,0.436,19.0,40.0,0.475,0.0,2.0,0.0,0.0,1.0,0.0,1.0,4.0,0.25,2003-04
3116,2567,Brian Cook,1610612747,LAL,23.0,Brian,22.0,32.0,0.688,2.0,10.0,0.2,9.0,19.0,0.474,29.0,62.0,0.468,5.0,16.0,0.313,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3117,258,Brian Grant,1610612748,MIA,32.0,Brian,114.0,209.0,0.545,11.0,35.0,0.314,21.0,50.0,0.42,130.0,286.0,0.455,13.0,32.0,0.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3118,2243,Brian Scalabrine,1610612751,NJN,26.0,Brian,30.0,61.0,0.492,4.0,12.0,0.333,6.0,15.0,0.4,24.0,62.0,0.387,19.0,49.0,0.388,3.0,19.0,0.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3119,1730,Brian Skinner,1610612749,MIL,28.0,Brian,152.0,260.0,0.585,54.0,112.0,0.482,34.0,95.0,0.358,14.0,44.0,0.318,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3120,2639,Britton Johnsen,1610612753,ORL,24.0,Britton,13.0,24.0,0.542,0.0,2.0,0.0,1.0,2.0,0.5,1.0,10.0,0.1,2.0,13.0,0.154,0.0,8.0,0.0,,,,,,,0.0,0.0,0.0,2003-04
3121,1477,Bruce Bowen,1610612759,SAS,33.0,Bruce,61.0,114.0,0.535,21.0,53.0,0.396,17.0,49.0,0.347,26.0,56.0,0.464,80.0,214.0,0.374,6.0,16.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3122,1743,Bruno Sundov,1610612752,NYK,24.0,Bruno,1.0,4.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,2003-04
3123,1724,Bryce Drew,1610612740,NOH,29.0,Bryce,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.25,1.0,10.0,0.1,0.0,0.0,0.0,,,,,,,,,,2003-04
3124,935,Bryon Russell,1610612747,LAL,33.0,Bryon,16.0,29.0,0.552,3.0,11.0,0.273,3.0,10.0,0.3,17.0,42.0,0.405,42.0,106.0,0.396,17.0,45.0,0.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3125,384,Calbert Cheaney,1610612744,GSW,32.0,Calbert,98.0,148.0,0.662,37.0,65.0,0.569,34.0,89.0,0.382,100.0,242.0,0.413,9.0,30.0,0.3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2003-04
3126,1916,Calvin Booth,1610612760,SEA,28.0,Calvin,83.0,131.0,0.634,9.0,26.0,0.346,14.0,46.0,0.304,25.0,73.0,0.342,4.0,13.0,0.308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3127,2306,Carlos Arroyo,1610612762,UTA,24.0,Carlos,91.0,184.0,0.495,7.0,25.0,0.28,40.0,82.0,0.488,99.0,239.0,0.414,92.0,204.0,0.451,9.0,29.0,0.31,0.0,1.0,0.0,1.0,2.0,0.5,0.0,2.0,0.0,2003-04
3128,2430,Carlos Boozer,1610612739,CLE,22.0,Carlos,298.0,451.0,0.661,29.0,98.0,0.296,66.0,144.0,0.458,74.0,194.0,0.381,4.0,9.0,0.444,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3129,2546,Carmelo Anthony,1610612743,DEN,20.0,Carmelo,366.0,685.0,0.534,14.0,72.0,0.194,21.0,59.0,0.356,102.0,302.0,0.338,89.0,243.0,0.366,32.0,97.0,0.33,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2003-04
3130,2406,Caron Butler,1610612748,MIA,24.0,Caron,109.0,220.0,0.495,15.0,51.0,0.294,15.0,49.0,0.306,60.0,171.0,0.351,35.0,114.0,0.307,6.0,14.0,0.429,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2003-04
3131,2418,Casey Jacobsen,1610612756,PHX,23.0,Casey,52.0,105.0,0.495,1.0,5.0,0.2,1.0,10.0,0.1,12.0,41.0,0.293,57.0,136.0,0.419,27.0,63.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3132,2456,Cezary Trybanski,1610612752,NYK,24.0,Cezary,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,2003-04
3133,891,Charles Oakley,1610612745,HOU,40.0,Charles,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,2003-04
3134,369,Charlie Ward,1610612759,SAS,33.0,Charlie,40.0,89.0,0.449,9.0,24.0,0.375,11.0,24.0,0.458,10.0,25.0,0.4,55.0,148.0,0.372,35.0,76.0,0.461,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2003-04
3135,1497,Chauncey Billups,1610612765,DET,27.0,Chauncey,117.0,253.0,0.462,13.0,41.0,0.317,34.0,97.0,0.351,65.0,190.0,0.342,94.0,213.0,0.441,69.0,200.0,0.345,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2003-04
3136,685,Cherokee Parks,1610612744,GSW,31.0,Cherokee,2.0,6.0,0.333,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3137,2365,Chris Andersen,1610612743,DEN,25.0,Chris,66.0,123.0,0.537,2.0,11.0,0.182,4.0,13.0,0.308,14.0,42.0,0.333,4.0,13.0,0.308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3138,2547,Chris Bosh,1610612761,TOR,20.0,Chris,164.0,276.0,0.594,30.0,79.0,0.38,60.0,150.0,0.4,66.0,184.0,0.359,6.0,17.0,0.353,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3139,1544,Chris Crawford,1610612737,ATL,29.0,Chris,85.0,137.0,0.62,15.0,43.0,0.349,13.0,41.0,0.317,33.0,97.0,0.34,44.0,90.0,0.489,21.0,63.0,0.333,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3140,2423,Chris Jefferies,1610612741,CHI,24.0,Chris,7.0,11.0,0.636,0.0,2.0,0.0,0.0,4.0,0.0,2.0,10.0,0.2,15.0,28.0,0.536,3.0,16.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3141,2549,Chris Kaman,1610612746,LAC,22.0,Chris,135.0,255.0,0.529,40.0,93.0,0.43,16.0,51.0,0.314,9.0,34.0,0.265,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3142,2036,Chris Mihm,1610612738,BOS,24.0,Chris,134.0,234.0,0.573,31.0,65.0,0.477,8.0,30.0,0.267,12.0,44.0,0.273,1.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3143,185,Chris Webber,1610612758,SAC,31.0,Chris,68.0,127.0,0.535,30.0,83.0,0.361,10.0,32.0,0.313,59.0,156.0,0.378,7.0,21.0,0.333,0.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3144,43,Chris Whitney,1610612764,WAS,32.0,Chris,3.0,4.0,0.75,0.0,0.0,0.0,1.0,3.0,0.333,1.0,9.0,0.111,10.0,25.0,0.4,2.0,4.0,0.5,,,,,,,,,,2003-04
3145,2404,Chris Wilcox,1610612746,LAC,21.0,Chris,166.0,263.0,0.631,44.0,109.0,0.404,11.0,41.0,0.268,5.0,20.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3146,363,Christian Laettner,1610612764,WAS,34.0,Christian,47.0,74.0,0.635,1.0,11.0,0.091,6.0,19.0,0.316,47.0,108.0,0.435,15.0,32.0,0.469,3.0,11.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3147,1088,Chucky Atkins,1610612738,BOS,29.0,Chucky,46.0,98.0,0.469,4.0,13.0,0.308,7.0,21.0,0.333,34.0,74.0,0.459,57.0,147.0,0.388,44.0,121.0,0.364,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,2003-04
3148,221,Clar. Weatherspoon,1610612745,HOU,33.0,Clar.,59.0,107.0,0.551,8.0,26.0,0.308,10.0,24.0,0.417,26.0,48.0,0.542,1.0,6.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3149,361,Clifford Robinson,1610612744,GSW,37.0,Clifford,84.0,149.0,0.564,48.0,128.0,0.375,30.0,84.0,0.357,65.0,199.0,0.327,70.0,197.0,0.355,68.0,183.0,0.372,1.0,2.0,0.5,0.0,2.0,0.0,0.0,1.0,0.0,2003-04
3150,1894,Corey Maggette,1610612746,LAC,24.0,Corey,244.0,382.0,0.639,14.0,57.0,0.246,24.0,52.0,0.462,49.0,153.0,0.32,77.0,232.0,0.332,45.0,134.0,0.336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2003-04
3151,916,Corie Blount,1610612761,TOR,35.0,Corie,32.0,62.0,0.516,4.0,10.0,0.4,21.0,42.0,0.5,54.0,126.0,0.429,4.0,12.0,0.333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3152,722,Corliss Williamson,1610612765,DET,30.0,Corliss,189.0,304.0,0.622,62.0,151.0,0.411,32.0,91.0,0.352,20.0,53.0,0.377,1.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3153,2414,Curtis Borchardt,1610612762,UTA,23.0,Curtis,13.0,21.0,0.619,0.0,6.0,0.0,5.0,12.0,0.417,4.0,14.0,0.286,0.0,2.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3154,1749,Cuttino Mobley,1610612745,HOU,28.0,Cuttino,138.0,238.0,0.58,30.0,82.0,0.366,25.0,91.0,0.275,69.0,178.0,0.388,118.0,291.0,0.405,80.0,196.0,0.408,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2003-04
3155,2563,Dahntay Jones,1610612763,MEM,23.0,Dahntay,9.0,17.0,0.529,3.0,7.0,0.429,0.0,6.0,0.0,1.0,12.0,0.083,2.0,9.0,0.222,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3156,2402,Dajuan Wagner,1610612739,CLE,21.0,Dajuan,39.0,105.0,0.371,24.0,53.0,0.453,10.0,34.0,0.294,4.0,13.0,0.308,21.0,67.0,0.313,14.0,33.0,0.424,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2003-04
3157,905,Dale Davis,1610612757,POR,35.0,Dale,84.0,146.0,0.575,6.0,29.0,0.207,25.0,54.0,0.463,18.0,52.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3158,1800,Damon Jones,1610612749,MIL,27.0,Damon,37.0,62.0,0.597,4.0,13.0,0.308,14.0,34.0,0.412,36.0,102.0,0.353,70.0,173.0,0.405,49.0,139.0,0.353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3159,757,Damon Stoudamire,1610612757,POR,30.0,Damon,81.0,166.0,0.488,25.0,72.0,0.347,34.0,90.0,0.378,56.0,133.0,0.421,162.0,410.0,0.395,50.0,140.0,0.357,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2003-04
3160,2245,Damone Brown,1610612751,NJN,25.0,Damone,1.0,6.0,0.167,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,2003-04
3161,2424,Dan Dickau,1610612757,POR,25.0,Dan,15.0,28.0,0.536,3.0,11.0,0.273,1.0,5.0,0.2,4.0,15.0,0.267,12.0,30.0,0.4,2.0,9.0,0.222,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3162,2429,Dan Gadzuric,1610612749,MIL,26.0,Dan,139.0,232.0,0.599,28.0,64.0,0.438,11.0,40.0,0.275,5.0,12.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2003-04
3163,2061,Dan Langhi,1610612749,MIL,26.0,Dan,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.375,1.0,2.0,0.5,1.0,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2003-04
3164,344,Dana Barros,1610612738,BOS,37.0,Dana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,2003-04
3165,2091,Daniel Santiago,1610612749,MIL,28.0,Daniel,54.0,96.0,0.563,15.0,37.0,0.405,5.0,19.0,0.263,3.0,9.0,0.333,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3166,1504,Danny Fortson,1610612742,DAL,28.0,Danny,66.0,114.0,0.579,2.0,13.0,0.154,0.0,4.0,0.0,3.0,7.0,0.429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2003-04
3167,2032,Darius Miles,1610612757,POR,22.0,Darius,221.0,383.0,0.577,36.0,73.0,0.493,27.0,65.0,0.415,59.0,152.0,0.388,20.0,66.0,0.303,2.0,12.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2003-04
3168,2443,Darius Songaila,1610612758,SAC,26.0,Darius,91.0,162.0,0.562,13.0,37.0,0.351,4.0,11.0,0.364,20.0,53.0,0.377,5.0,10.0,0.5,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3169,2545,Darko Milicic,1610612765,DET,19.0,Darko,9.0,21.0,0.429,7.0,20.0,0.35,1.0,11.0,0.091,0.0,10.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2003-04
3170,353,Darrell Armstrong,1610612740,NOH,36.0,Darrell,81.0,131.0,0.618,4.0,17.0,0.235,9.0,24.0,0.375,52.0,100.0,0.52,104.0,322.0,0.323,40.0,134.0,0.299,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,0.25,2003-04
3171,239,Darrick Martin,1610612750,MIN,33.0,Darrick,7.0,18.0,0.389,5.0,6.0,0.833,0.0,6.0,0.0,1.0,6.0,0.167,5.0,19.0,0.263,2.0,8.0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2003-04
